816,accept,acknowledge,0.016210184442997193
957,accept,recommend,0.00957291227086875
809,agree,argue,0.024839025896843534
911,agree,please,0.007953572502320294
242,alcohol,cocktail,0.005914992015400989
697,alcohol,wine,0.06766488010675362
2066,announcement,news,0.030834420926634902
2164,announcement,effort,0.013294119903908174
14,terrible,bad,0.029729034982000482
51,great,bad,0.04676438421808117
176,beach,seashore,0.011104923697919052
402,beach,sea,0.07101403188736725
278,beer,alcohol,0.12962634916680324
279,beer,beverage,0.13184201930283224
883,begin,quit,0.01728892665423057
966,begin,go,0.09679785181543038
633,car,elevator,0.027582573646553702
2026,car,automobile,0.08563418731434803
2030,coast,shore,0.062495712535112845
2154,coast,forest,0.02185798965299105
726,doctor,temper,0.000719478844113711
2008,doctor,nurse,0.05826554901881491
772,dollar,people,0.01744309926896538
2081,dollar,buck,0.004499900269331384
189,door,doorway,0.08410067300253246
496,door,floor,0.08195105494004169
24,dumb,foolish,0.0
50,dumb,intelligent,0.010969673607302326
2018,football,soccer,0.09555036986508589
2019,football,basketball,0.11556168698353762
121,friend,buddy,0.03029583988225526
709,friend,mother,0.11508806700535171
813,give,lend,0.012947736014727528
977,give,steal,0.03954235351723477
248,god,devil,0.03541901760030591
264,god,spirit,0.07570226201951781
7,happy,glad,0.02207798573362872
27,happy,angry,0.03483413335748049
3,hard,difficult,0.04561839723989809
5,hard,easy,0.05875566155749499
203,house,apartment,0.07726122337542293
261,house,key,0.024720985933038977
791,ignore,avoid,0.013667905694195003
989,ignore,explore,0.0
440,journey,conquest,0.00915675148577456
593,journey,trip,0.053236747088420466
819,keep,possess,0.0
932,keep,borrow,0.008255819290278316
19,large,huge,0.041888337064718534
110,large,flexible,0.03499301105658659
823,leave,go,0.08268684672875085
842,leave,remain,0.039540704630782034
2039,money,dollar,0.04009485604627991
2149,money,operation,0.021758893928257625
117,plane,airport,0.10487638613482166
125,plane,jet,0.057898894096034256
155,river,stream,0.09269147425456813
373,river,valley,0.11841484485383369
62,sly,clever,0.02222874762566468
105,sly,tough,0.004117073212680546
2786,smart,intelligent,0.052592592083143985
16,smart,dumb,0.03176899270054497
274,stomach,waist,0.0037764978768523223
774,stomach,bedroom,0.0
642,student,professor,0.07810964689249034
2010,student,pupil,0.07972316733343782
542,task,job,0.035275506928317435
728,task,woman,0.038382066253604366
622,teacher,instructor,0.03401874917672533
623,teacher,rabbi,0.013532538880609846
2000,tiger,cat,0.014033589601009769
2001,tiger,tiger,1.0
354,wealth,poverty,0.0634163509954373
501,wealth,abundance,0.0086468539324782
10,weird,strange,0.025064955327893476
34,weird,normal,0.011220733943861895
342,wood,paper,0.0263849604239121
2012,wood,forest,0.06545885349435338
3005,college_graduate,teacher,0.010126465328255188
3006,college_graduate,job,0.02193686336596801
3007,girl,teenage_couple,0.0
3008,cat,teenage_couple,0.0
4009,benchmark,desk,0.0023143250618606775
4010,benchmark,result,0.009786706362155347
178,bad,immoral,0.014496928128656128
179,bad,great,0.04676438421808117
132,media,radio,0.0
133,media,trading,0.0
45,bird,hen,0.07199430006975495
4011,bird,man,0.027070566138500243
168,woman,wife,0.1058316142924621
169,woman,fur,0.00681760819278647
159,take,possess,0.0
160,take,leave,0.08574537053911609
6001,area,region,0.19033741105640814
6002,area,corner,0.042394887535811374
66,boy,lad,0.026791563492649304
63,boy,partner,0.019175804780209985
712,mortgage,funding,0.008260573481559254
713,mortgage,timber,0.0060772342661232865
714,puddle,waterworks,0.0
715,puddle,excavation,0.005633399117991462
718,gypsum,limestone,0.07236317709066933
719,gypsum,wharf,0.0
722,antipositivism_,positive,0.0
723,antipositivism_,negativism,0.0
724,unthoughtful,thoughtless,0.0
725,unthoughtful,happy,0.0
746,arranged,dearranged,0.0
727,distrubed,dearranged,0.0
730,replaster_,plaster,0.0
729,replaster_,grass,0.0
734,ship_canal,barge_canal,0.0
735,ship_canal,pencil,0.0
736,storm_surge,flood_relief,0.0
737,storm_surge,sunny,0.0
738,water_transport,water_supply,0.0
739,water_transport,desert,0.0
740,timber_bridge,ship,0.0
741,timber_bridge,printer,0.0
744,high_school,student,0.1482047206604429
745,high_school,green,0.010479195486591944
94,chief_executive_officer,boss,0.0
95,chief_executive_officer,daughter,0.004694664323754786
148,street,alley,0.03299227474067171
149,street,car,0.057350741643296274
115,king,rook,0.010216053465264632
6007,king,cabbage,0.0026626465465940446
129,meat,bacon,0.08387755459875633
131,meat,bread,0.1344582162006402
136,operation,money,0.021758893928257625
137,diamond,money,0.005620885952316718
400,crime,violation,0.05773787305118068
5010,crime,radio,0.00640036465343541
41,belief,impression,0.02811418521726493
42,belief,flower,0.016265336898253546
901,drink,ear,0.00996329989220568
902,drink,water,0.032489008641398004
363,orthodontist,doctor,0.0
6003,temper,doctor,0.000719478844113711
828,forget,dismiss,0.0
5011,forget,remember,0.023583567859567778
5012,lunch,meal,0.08032816093030348
5013,lunch,desk,0.017177165509185528
5014,pharmacy,journalism,0.02430773815535235
5015,pharmacy,medicine,0.05857012930799311
5016,biographer,life,0.06775202280786932
5017,biographer,king,0.027991132883556636
5018,kidney,coffin,0.0
5019,kidney,body,0.022893053423052624
